id,freq_hz,counts,substrain,noise_spl,abr_time
C366,64000.0,5.1,CaJ,103,ZT15
C99,6000.0,9.5,CaJ,103,ZT15
C99,8000.0,8.5,CaJ,103,ZT15
C99,12000.0,3.5,CaJ,103,ZT15
C99,16000.0,12.7,CaJ,103,ZT15
C99,24000.0,12.2,CaJ,103,ZT15
C99,32000.0,11.1,CaJ,103,ZT15
C301,24000.0,17.0,CaJ,103,ZT15
C301,32000.0,15.4,CaJ,103,ZT15
C49,6000.0,13.9,CaJ,105,ZT15
C49,8000.0,13.4,CaJ,105,ZT15
C49,12000.0,12.7,CaJ,105,ZT15
C49,16000.0,16.9,CaJ,105,ZT15
C49,24000.0,5.1,CaJ,105,ZT15
C49,32000.0,5.8,CaJ,105,ZT15
C49,48000.0,6.8,CaJ,105,ZT15
C49,64000.0,9.6,CaJ,105,ZT15
C50,6000.0,6.0,CaJ,105,ZT15
C50,8000.0,9.85,CaJ,105,ZT15
C50,12000.0,21.1,CaJ,105,ZT15
C50,16000.0,10.5,CaJ,105,ZT15
C50,24000.0,10.4,CaJ,105,ZT15
C50,32000.0,8.0,CaJ,105,ZT15
C50,48000.0,6.3,CaJ,105,ZT15
C50,64000.0,7.5,CaJ,105,ZT15
C60,6000.0,6.85,CaJ,105,ZT15
C60,8000.0,8.2,CaJ,105,ZT15
C60,12000.0,17.55,CaJ,105,ZT15
C60,16000.0,8.3,CaJ,105,ZT15
C60,24000.0,7.1,CaJ,105,ZT15
C60,32000.0,8.2,CaJ,105,ZT15
C60,48000.0,7.25,CaJ,105,ZT15
C60,64000.0,6.0,CaJ,105,ZT15
C61,6000.0,10.5,CaJ,105,ZT15
C61,8000.0,13.37,CaJ,105,ZT15
C61,12000.0,11.7,CaJ,105,ZT15
C61,16000.0,13.5,CaJ,105,ZT15
C61,24000.0,6.62,CaJ,105,ZT15
C61,32000.0,8.0,CaJ,105,ZT15
C61,48000.0,8.57,CaJ,105,ZT15
C62,8000.0,13.4,CaJ,105,ZT15
C62,16000.0,7.4,CaJ,105,ZT15
C62,24000.0,6.6,CaJ,105,ZT15
C62,48000.0,8.5,CaJ,105,ZT15
C46095,6000.0,12.5,JRj,100,ZT15
C46095,8000.0,16.4,JRj,100,ZT15
C46095,12000.0,17.6,JRj,100,ZT15
C46095,16000.0,9.7,JRj,100,ZT15
C46095,24000.0,15.2,JRj,100,ZT15
C46095,32000.0,17.2,JRj,100,ZT15
C46095,48000.0,12.6,JRj,100,ZT15
C46095,64000.0,3.2,JRj,100,ZT15
C46067,6000.0,8.7,JRj,100,ZT15
C46067,8000.0,16.4,JRj,100,ZT15
C46067,12000.0,14.4,JRj,100,ZT15
C46067,16000.0,14.9,JRj,100,ZT15
C46067,24000.0,12.0,JRj,100,ZT15
C46067,32000.0,14.1,JRj,100,ZT15
C46067,48000.0,14.4,JRj,100,ZT15
C46067,64000.0,14.0,JRj,100,ZT15
C46096,6000.0,11.2,JRj,100,ZT15
C46096,12000.0,17.5,JRj,100,ZT15
C46096,16000.0,19.8,JRj,100,ZT15
C46096,24000.0,11.6,JRj,100,ZT15
C46096,32000.0,13.4,JRj,100,ZT15
C46096,48000.0,14.6,JRj,100,ZT15
C46096,64000.0,19.8,JRj,100,ZT15
x215330,6000.0,18.7,JRj,103,ZT15
x215330,8000.0,13.7,JRj,103,ZT15
x215330,12000.0,16.9,JRj,103,ZT15
x215330,16000.0,18.1,JRj,103,ZT15
x215330,24000.0,13.8,JRj,103,ZT15
x215330,32000.0,13.0,JRj,103,ZT15
x215330,48000.0,8.1,JRj,103,ZT15
x215330,64000.0,12.7,JRj,103,ZT15
x215331,6000.0,20.9,JRj,103,ZT15
x215331,8000.0,15.0,JRj,103,ZT15
x215331,12000.0,18.0,JRj,103,ZT15
x215331,16000.0,11.6,JRj,103,ZT15
x215331,24000.0,17.72727,JRj,103,ZT15
x215331,32000.0,10.1,JRj,103,ZT15
x215331,48000.0,9.2,JRj,103,ZT15
x215331,64000.0,8.4,JRj,103,ZT15
x215332,6000.0,17.6,JRj,103,ZT15
x215332,8000.0,14.63636,JRj,103,ZT15
x215332,12000.0,14.0,JRj,103,ZT15
x215332,16000.0,11.0,JRj,103,ZT15
x215332,24000.0,12.1,JRj,103,ZT15
x215332,32000.0,3.545455,JRj,103,ZT15
x215332,48000.0,9.7,JRj,103,ZT15
x215332,64000.0,6.7,JRj,103,ZT15
x215333,6000.0,15.0,JRj,103,ZT15
x215333,8000.0,18.0,JRj,103,ZT15
x215333,12000.0,16.2,JRj,103,ZT15
x215333,16000.0,17.5,JRj,103,ZT15
x215333,24000.0,17.09091,JRj,103,ZT15
x215333,64000.0,14.7,JRj,103,ZT15
I-1655_1,6000.0,9.3,JRj,105,ZT15
I-1655_1,8000.0,11.2,JRj,105,ZT15
I-1655_1,12000.0,12.1,JRj,105,ZT15
I-1655_1,16000.0,11.0,JRj,105,ZT15
I-1655_1,24000.0,9.1,JRj,105,ZT15
I-1655_1,32000.0,8.4,JRj,105,ZT15
I-1655_1,48000.0,2.625,JRj,105,ZT15
I-1655_1,64000.0,8.5,JRj,105,ZT15
I-1655_2,6000.0,7.5,JRj,105,ZT15
I-1655_2,8000.0,7.8,JRj,105,ZT15
I-1655_2,12000.0,9.1,JRj,105,ZT15
I-1655_2,16000.0,8.8,JRj,105,ZT15
I-1655_2,24000.0,6.7,JRj,105,ZT15
I-1655_2,32000.0,7.0,JRj,105,ZT15
I-1655_2,48000.0,6.8,JRj,105,ZT15
I-1655_2,64000.0,4.8,JRj,105,ZT15
I-1657_11,6000.0,4.1,JRj,105,ZT15
I-1657_11,8000.0,10.3,JRj,105,ZT15
I-1657_11,12000.0,12.9,JRj,105,ZT15
I-1657_11,16000.0,12.4,JRj,105,ZT15
I-1657_11,24000.0,13.5,JRj,105,ZT15
I-1657_11,32000.0,8.6,JRj,105,ZT15
I-1657_11,48000.0,7.4,JRj,105,ZT15
I-1657_11,64000.0,3.7,JRj,105,ZT15
I-1655_3,6000.0,6.7,JRj,105,ZT15
I-1655_3,8000.0,11.0,JRj,105,ZT15
I-1655_3,12000.0,10.1,JRj,105,ZT15
I-1655_3,16000.0,10.0,JRj,105,ZT15
I-1655_3,24000.0,8.5,JRj,105,ZT15
I-1655_3,32000.0,9.4,JRj,105,ZT15
I-1655_3,48000.0,5.0,JRj,105,ZT15
I-1655_3,64000.0,9.8,JRj,105,ZT15
I-1655_4,6000.0,7.7,JRj,105,ZT15
I-1655_4,8000.0,8.8,JRj,105,ZT15
I-1655_4,12000.0,4.3,JRj,105,ZT15
I-1655_4,16000.0,9.6,JRj,105,ZT15
I-1655_4,24000.0,9.4,JRj,105,ZT15
I-1655_4,32000.0,8.9,JRj,105,ZT15
I-1655_4,48000.0,13.5,JRj,105,ZT15
I-1655_4,64000.0,6.9,JRj,105,ZT15
12910_2,6000.0,10.6,JRj,105,ZT15
12910_2,8000.0,12.3,JRj,105,ZT15
12910_2,12000.0,15.0,JRj,105,ZT15
12910_2,16000.0,15.5,JRj,105,ZT15
12910_2,24000.0,9.0,JRj,105,ZT15
12910_2,32000.0,12.9,JRj,105,ZT15
12910_2,64000.0,3.7,JRj,105,ZT15
12910_4,6000.0,12.2,JRj,105,ZT15
12910_4,8000.0,12.1,JRj,105,ZT15
12910_4,12000.0,10.9,JRj,105,ZT15
12910_4,16000.0,10.1,JRj,105,ZT15
12910_4,24000.0,9.6,JRj,105,ZT15
12910_4,32000.0,10.5,JRj,105,ZT15
