file_number,substrain,noise_spl,noise_type,abr_time,id,experimenter_id,freq_hz,level_db,f1,f2,level_f1,level_f2,level_distprod
544,CaJ,100,baseline,baseline,C196_3,JF,8000.0,30.0,6664.0,8000.0,24.9088134765625,15.078521728515625,-30.71772003173828
544,CaJ,100,baseline,baseline,C196_3,JF,8000.0,25.0,6664.0,8000.0,19.835140228271484,10.289230346679688,-20.95362091064453
544,CaJ,100,baseline,baseline,C196_3,JF,8000.0,20.0,6664.0,8000.0,14.589637756347656,5.6486053466796875,-23.42083740234375
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,80.0,6664.0,8000.0,76.61550092697144,70.06418132781982,14.347526550292969
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,75.0,6664.0,8000.0,71.57801342010498,65.04722881317139,11.506568908691406
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,70.0,6664.0,8000.0,66.59351634979248,60.041900634765625,9.23291015625
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,65.0,6664.0,8000.0,61.578168869018555,55.049734115600586,5.503852844238281
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,60.0,6664.0,8000.0,56.557098388671875,50.05446243286133,1.8128433227539062
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,55.0,6664.0,8000.0,51.54416847229004,45.07499694824219,-1.1500701904296875
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,50.0,6664.0,8000.0,46.52789306640625,40.090660095214844,-6.2128448486328125
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,45.0,6664.0,8000.0,41.53529357910156,35.10930252075195,-11.938995361328125
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,40.0,6664.0,8000.0,36.5340690612793,30.091365814208984,-15.095329284667969
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,35.0,6664.0,8000.0,31.486469268798828,25.140880584716797,-21.27037811279297
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,30.0,6664.0,8000.0,26.42557144165039,20.201526641845703,-34.52189636230469
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,25.0,6664.0,8000.0,21.318130493164062,15.211494445800781,-22.531044006347656
559,CaJ,100,baseline,baseline,C203_5,JF,8000.0,20.0,6664.0,8000.0,16.39937973022461,10.248970031738281,-19.871505737304688
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,80.0,9996.0,12000.0,81.47754573822021,71.78894424438477,23.609859466552734
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,75.0,9996.0,12000.0,76.46984148025513,66.78994369506836,25.25855255126953
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,70.0,9996.0,12000.0,71.5029993057251,61.79452705383301,25.821640014648438
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,65.0,9996.0,12000.0,66.51959705352783,56.79825210571289,23.782306671142578
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,60.0,9996.0,12000.0,61.52651786804199,51.79638862609863,18.989837646484375
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,55.0,9996.0,12000.0,56.53013610839844,46.80039596557617,10.88861083984375
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,50.0,9996.0,12000.0,51.524526596069336,41.809913635253906,-1.9770736694335938
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,45.0,9996.0,12000.0,46.53229904174805,36.828468322753906,-10.05364990234375
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,40.0,9996.0,12000.0,41.51372528076172,31.842544555664062,-9.588485717773438
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,35.0,9996.0,12000.0,36.49656295776367,26.87274932861328,-17.047210693359375
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,30.0,9996.0,12000.0,31.480915069580078,21.880325317382812,-37.50580596923828
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,25.0,9996.0,12000.0,26.473793029785156,16.998870849609375,-19.382843017578125
555,CaJ,100,baseline,baseline,C203_5,JF,12000.0,20.0,9996.0,12000.0,21.507598876953125,12.384803771972656,-29.904457092285156
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,80.0,19992.0,24000.0,70.41606521606445,60.5669002532959,16.819091796875
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,75.0,19992.0,24000.0,65.4038143157959,55.536407470703125,13.492034912109375
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,70.0,19992.0,24000.0,60.43524932861328,50.53491973876953,9.413162231445312
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,65.0,19992.0,24000.0,55.4393367767334,45.53752517700195,4.309173583984375
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,60.0,19992.0,24000.0,50.4351863861084,40.53947448730469,-2.4868927001953125
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,55.0,19992.0,24000.0,45.43478012084961,35.53824996948242,-8.698089599609375
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,50.0,19992.0,24000.0,40.437591552734375,30.534591674804688,-16.841957092285156
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,45.0,19992.0,24000.0,35.434295654296875,25.53054428100586,-22.905677795410156
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,40.0,19992.0,24000.0,30.39126205444336,20.412357330322266,-27.383018493652344
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,35.0,19992.0,24000.0,25.379249572753906,15.318634033203125,-30.371337890625
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,30.0,19992.0,24000.0,20.412139892578125,10.370361328125,-31.716949462890625
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,25.0,19992.0,24000.0,15.533454895019531,5.509986877441406,-19.098464965820312
557,CaJ,100,baseline,baseline,C203_5,JF,24000.0,20.0,19992.0,24000.0,10.139778137207031,0.2022552490234375,-27.319412231445312
