file_number,substrain,noise_spl,noise_type,abr_time,id,experimenter_id,freq_hz,level_db,f1,f2,level_f1,level_f2,level_distprod
16,Sca,100,baseline,baseline,B50_4,JF,16000.0,30.0,13328.0,16000.0,24.832355499267578,13.817283630371094,-14.851356506347656
16,Sca,100,baseline,baseline,B50_4,JF,16000.0,25.0,13328.0,16000.0,19.871829986572266,8.635696411132812,-25.562400817871094
16,Sca,100,baseline,baseline,B50_4,JF,16000.0,20.0,13328.0,16000.0,14.792152404785156,3.9443130493164062,-22.52277374267578
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,80.0,26656.0,32000.0,64.39857006072998,53.0592098236084,16.79897689819336
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,75.0,26656.0,32000.0,59.390159606933594,48.076467514038086,16.473533630371094
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,70.0,26656.0,32000.0,54.37052917480469,43.09307861328125,14.413337707519531
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,65.0,26656.0,32000.0,49.391000747680664,38.09724426269531,10.467048645019531
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,60.0,26656.0,32000.0,44.41819763183594,33.11234664916992,5.906227111816406
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,55.0,26656.0,32000.0,39.44209671020508,28.164813995361328,-0.28951263427734375
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,50.0,26656.0,32000.0,34.460872650146484,23.209457397460938,-7.967735290527344
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,45.0,26656.0,32000.0,29.485336303710938,18.10171127319336,-12.218246459960938
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,40.0,26656.0,32000.0,24.52401351928711,13.08111572265625,-19.560409545898438
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,35.0,26656.0,32000.0,19.524124145507812,8.454475402832031,-21.14049530029297
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,30.0,26656.0,32000.0,14.545257568359375,3.386627197265625,-26.210311889648438
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,25.0,26656.0,32000.0,9.534210205078125,-1.872161865234375,-19.103256225585938
18,Sca,100,baseline,baseline,B50_4,JF,32000.0,20.0,26656.0,32000.0,4.29339599609375,-7.414329528808594,-28.775741577148438
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,80.0,6664.0,8000.0,81.27109348773956,68.43912410736084,24.573257446289062
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,75.0,6664.0,8000.0,76.26947093009949,63.446861267089844,16.104045867919922
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,70.0,6664.0,8000.0,71.26033782958984,58.43847465515137,16.10161590576172
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,65.0,6664.0,8000.0,66.27888870239258,53.42834663391113,16.22381591796875
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,60.0,6664.0,8000.0,61.285255432128906,48.4041633605957,14.751968383789062
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,55.0,6664.0,8000.0,56.29132652282715,43.409915924072266,11.486991882324219
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,50.0,6664.0,8000.0,51.29568099975586,38.421871185302734,5.882545471191406
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,45.0,6664.0,8000.0,46.3131103515625,33.4754638671875,-0.39402008056640625
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,40.0,6664.0,8000.0,41.33415603637695,28.52163314819336,-9.063446044921875
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,35.0,6664.0,8000.0,36.359859466552734,23.602245330810547,-25.72063446044922
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,30.0,6664.0,8000.0,31.367740631103516,18.579280853271484,-24.56682586669922
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,25.0,6664.0,8000.0,26.40229034423828,13.576545715332031,-22.90422821044922
19,Sca,100,baseline,baseline,B50_4,JF,8000.0,20.0,6664.0,8000.0,21.361995697021484,8.80419921875,-29.172523498535156
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,80.0,6664.0,8000.0,80.87344884872437,68.18390941619873,10.479049682617188
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,75.0,6664.0,8000.0,75.87081289291382,63.17708396911621,17.48162078857422
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,70.0,6664.0,8000.0,70.86051177978516,58.160268783569336,16.37838363647461
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,65.0,6664.0,8000.0,65.86936664581299,53.16387748718262,12.62445068359375
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,60.0,6664.0,8000.0,60.86967086791992,48.16547393798828,8.203720092773438
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,55.0,6664.0,8000.0,55.87040710449219,43.179481506347656,3.4185562133789062
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,50.0,6664.0,8000.0,50.869279861450195,38.1805534362793,-1.2340087890625
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,45.0,6664.0,8000.0,45.880027770996094,33.22233200073242,-7.1600799560546875
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,40.0,6664.0,8000.0,40.87908172607422,28.189685821533203,-16.099388122558594
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,35.0,6664.0,8000.0,35.89365005493164,23.37271499633789,-20.023834228515625
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,30.0,6664.0,8000.0,30.885242462158203,18.164623260498047,-24.039710998535156
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,25.0,6664.0,8000.0,25.898147583007812,13.288406372070312,-23.63892364501953
34,Sca,100,baseline,baseline,B57_3,JF,8000.0,20.0,6664.0,8000.0,20.94628143310547,8.356033325195312,-22.368850708007812
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,80.0,13328.0,16000.0,77.20258855819702,65.26538276672363,27.62652587890625
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,75.0,13328.0,16000.0,72.15821266174316,60.25387954711914,29.61977767944336
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,70.0,13328.0,16000.0,67.17350196838379,55.24577713012695,32.58412551879883
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,65.0,13328.0,16000.0,62.21962356567383,50.2633056640625,30.889968872070312
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,60.0,13328.0,16000.0,57.23245811462402,45.292755126953125,27.236797332763672
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,55.0,13328.0,16000.0,52.19076728820801,40.300048828125,22.37110137939453
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,50.0,13328.0,16000.0,47.155487060546875,35.31832504272461,16.453521728515625
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,45.0,13328.0,16000.0,42.11456298828125,30.304218292236328,9.339942932128906
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,40.0,13328.0,16000.0,37.0825080871582,25.296222686767578,1.996368408203125
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,35.0,13328.0,16000.0,32.003639221191406,20.28812026977539,-4.9669952392578125
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,30.0,13328.0,16000.0,26.95824432373047,15.340652465820312,-15.438888549804688
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,25.0,13328.0,16000.0,21.913597106933594,10.328521728515625,-20.25135040283203
31,Sca,100,baseline,baseline,B57_3,JF,16000.0,20.0,13328.0,16000.0,16.82508087158203,5.409149169921875,-18.827606201171875
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,80.0,26656.0,32000.0,64.65321731567383,52.89411735534668,13.032958984375
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,75.0,26656.0,32000.0,59.64943313598633,47.889461517333984,10.333282470703125
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,70.0,26656.0,32000.0,54.627906799316406,42.91472244262695,6.4559478759765625
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,65.0,26656.0,32000.0,49.63356018066406,37.9366455078125,2.36163330078125
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,60.0,26656.0,32000.0,44.63214874267578,32.94227600097656,-5.765571594238281
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,55.0,26656.0,32000.0,39.62910842895508,27.972503662109375,-12.805099487304688
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,50.0,26656.0,32000.0,34.6134147644043,22.895416259765625,-22.781204223632812
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,45.0,26656.0,32000.0,29.59334945678711,17.81737518310547,-22.574783325195312
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,40.0,26656.0,32000.0,24.546642303466797,12.817390441894531,-32.808258056640625
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,35.0,26656.0,32000.0,19.57262420654297,8.167404174804688,-18.11841583251953
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,30.0,26656.0,32000.0,14.561317443847656,2.8379898071289062,-14.946334838867188
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,25.0,26656.0,32000.0,9.708236694335938,-2.6022186279296875,-15.539680480957031
33,Sca,100,baseline,baseline,B57_3,JF,32000.0,20.0,26656.0,32000.0,5.064857482910156,-8.208831787109375,-40.853065490722656
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,80.0,19992.0,24000.0,69.41009330749512,48.950218200683594,21.505496978759766
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,75.0,19992.0,24000.0,64.37907981872559,43.96715545654297,24.64745330810547
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,70.0,19992.0,24000.0,59.3156623840332,38.96906280517578,23.841270446777344
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,65.0,19992.0,24000.0,54.29144096374512,33.96623611450195,20.054149627685547
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,60.0,19992.0,24000.0,49.275747299194336,29.026336669921875,14.594970703125
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,55.0,19992.0,24000.0,44.272178649902344,24.050254821777344,7.805511474609375
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,50.0,19992.0,24000.0,39.2593994140625,18.96221923828125,-0.8646697998046875
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,45.0,19992.0,24000.0,34.285770416259766,13.833351135253906,-10.531463623046875
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,40.0,19992.0,24000.0,29.30738067626953,8.824966430664062,-24.419754028320312
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,35.0,19992.0,24000.0,24.27259063720703,3.8580474853515625,-24.725662231445312
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,30.0,19992.0,24000.0,19.310840606689453,-1.9564208984375,-35.19093322753906
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,25.0,19992.0,24000.0,14.318527221679688,-9.673774719238281,-27.53284454345703
32,Sca,100,baseline,baseline,B57_3,JF,24000.0,20.0,19992.0,24000.0,9.476707458496094,-12.916893005371094,-19.984771728515625
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,80.0,9996.0,12000.0,74.4989595413208,67.62015628814697,21.236454010009766
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,75.0,9996.0,12000.0,69.49161338806152,62.61517524719238,20.25237274169922
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,70.0,9996.0,12000.0,64.45536518096924,57.62725830078125,21.313987731933594
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,65.0,9996.0,12000.0,59.42345428466797,52.64805030822754,21.836498260498047
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,60.0,9996.0,12000.0,54.36688423156738,47.61186599731445,20.50394058227539
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,55.0,9996.0,12000.0,49.324527740478516,42.5816650390625,16.89205551147461
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,50.0,9996.0,12000.0,44.31031036376953,37.58098220825195,10.867782592773438
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,45.0,9996.0,12000.0,39.31563186645508,32.60132598876953,3.2581024169921875
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,40.0,9996.0,12000.0,34.31726837158203,27.614635467529297,-6.6722259521484375
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,35.0,9996.0,12000.0,29.288116455078125,22.564529418945312,-15.379615783691406
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,30.0,9996.0,12000.0,24.239459991455078,17.654144287109375,-19.737289428710938
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,25.0,9996.0,12000.0,19.249740600585938,12.775833129882812,-19.27519989013672
30,Sca,100,baseline,baseline,B57_3,JF,12000.0,20.0,9996.0,12000.0,14.318527221679688,7.957420349121094,-29.09520721435547
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,80.0,19992.0,24000.0,69.48927021026611,44.20135498046875,21.124099731445312
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,75.0,19992.0,24000.0,64.4677734375,39.235599517822266,24.599891662597656
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,70.0,19992.0,24000.0,59.43488311767578,34.14779281616211,23.922977447509766
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,65.0,19992.0,24000.0,54.38773155212402,29.055320739746094,20.316638946533203
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,60.0,19992.0,24000.0,49.34264945983887,24.055160522460938,15.111068725585938
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,55.0,19992.0,24000.0,44.30445098876953,19.065765380859375,8.545448303222656
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,50.0,19992.0,24000.0,39.285888671875,14.03564453125,0.8714447021484375
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,45.0,19992.0,24000.0,34.27785873413086,8.405158996582031,-8.855934143066406
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,40.0,19992.0,24000.0,29.280467987060547,3.217559814453125,-20.18144989013672
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,35.0,19992.0,24000.0,24.239398956298828,-1.4244842529296875,-26.97186279296875
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,30.0,19992.0,24000.0,19.312946319580078,-9.10223388671875,-26.9534912109375
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,25.0,19992.0,24000.0,14.287078857421875,-19.334716796875,-24.621070861816406
22,Sca,100,baseline,baseline,B55_1,JF,24000.0,20.0,19992.0,24000.0,9.443359375,-19.962867736816406,-27.228836059570312
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,80.0,9996.0,12000.0,74.7989010810852,68.73083019256592,24.230968475341797
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,75.0,9996.0,12000.0,69.80380058288574,63.72294807434082,22.538597106933594
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,70.0,9996.0,12000.0,64.78134346008301,58.722726821899414,23.131107330322266
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,65.0,9996.0,12000.0,59.76803398132324,53.7392463684082,23.17053985595703
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,60.0,9996.0,12000.0,54.71546745300293,48.71687889099121,21.615299224853516
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,55.0,9996.0,12000.0,49.672237396240234,43.65558624267578,17.10163116455078
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,50.0,9996.0,12000.0,44.71302795410156,38.6282958984375,10.198287963867188
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,45.0,9996.0,12000.0,39.726783752441406,33.62397384643555,0.36405181884765625
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,40.0,9996.0,12000.0,34.737083435058594,28.64781951904297,-11.619522094726562
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,35.0,9996.0,12000.0,29.70599365234375,23.630352020263672,-23.59100341796875
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,30.0,9996.0,12000.0,24.679481506347656,18.678150177001953,-27.455482482910156
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,25.0,9996.0,12000.0,19.60694122314453,13.972892761230469,-24.334609985351562
20,Sca,100,baseline,baseline,B55_1,JF,12000.0,20.0,9996.0,12000.0,14.592857360839844,8.763023376464844,-28.322113037109375
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,80.0,13328.0,16000.0,78.04058599472046,63.8879451751709,38.38713073730469
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,75.0,13328.0,16000.0,72.99255990982056,58.89835166931152,21.96672821044922
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,70.0,13328.0,16000.0,67.94880771636963,53.88961410522461,33.00626754760742
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,65.0,13328.0,16000.0,62.97023391723633,48.86485481262207,34.79335403442383
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,60.0,13328.0,16000.0,58.04400444030762,43.86204528808594,32.920475006103516
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,55.0,13328.0,16000.0,53.107078552246094,38.87886047363281,29.169078826904297
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,50.0,13328.0,16000.0,48.10879707336426,33.86429214477539,24.034465789794922
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,45.0,13328.0,16000.0,43.081050872802734,28.87911605834961,17.684803009033203
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,40.0,13328.0,16000.0,38.036415100097656,23.94408416748047,10.215591430664062
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,35.0,13328.0,16000.0,32.95403289794922,18.995601654052734,1.7432861328125
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,30.0,13328.0,16000.0,27.883991241455078,13.830902099609375,-8.774673461914062
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,25.0,13328.0,16000.0,22.81540298461914,9.062934875488281,-16.02037811279297
21,Sca,100,baseline,baseline,B55_1,JF,16000.0,20.0,13328.0,16000.0,17.617259979248047,4.294456481933594,-19.52490997314453
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,80.0,26656.0,32000.0,64.86697673797607,57.32692909240723,17.322246551513672
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,75.0,26656.0,32000.0,59.85245704650879,52.33578872680664,13.610069274902344
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,70.0,26656.0,32000.0,54.82333946228027,47.34413146972656,10.859031677246094
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,65.0,26656.0,32000.0,49.8297233581543,42.35114669799805,7.029106140136719
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,60.0,26656.0,32000.0,44.84013748168945,37.36998748779297,1.7332992553710938
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,55.0,26656.0,32000.0,39.86518859863281,32.41364288330078,-3.97332763671875
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,50.0,26656.0,32000.0,34.8970947265625,27.429290771484375,-13.638816833496094
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,45.0,26656.0,32000.0,29.93032455444336,22.43399429321289,-25.654312133789062
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,40.0,26656.0,32000.0,24.90594482421875,17.38616180419922,-26.767593383789062
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,35.0,26656.0,32000.0,19.95187759399414,12.611579895019531,-22.034149169921875
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,30.0,26656.0,32000.0,14.803703308105469,7.2159423828125,-22.470306396484375
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,25.0,26656.0,32000.0,9.845756530761719,2.4074859619140625,-22.08338165283203
23,Sca,100,baseline,baseline,B55_1,JF,32000.0,20.0,26656.0,32000.0,4.606575012207031,-2.6471786499023438,-25.324493408203125
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,80.0,6664.0,8000.0,80.86746793985367,67.96908855438232,-1.96270751953125
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,75.0,6664.0,8000.0,75.86865663528442,62.97452735900879,10.548171997070312
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,70.0,6664.0,8000.0,70.86284637451172,57.964866638183594,9.100364685058594
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,65.0,6664.0,8000.0,65.87326717376709,52.959482192993164,5.120506286621094
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,60.0,6664.0,8000.0,60.87921142578125,47.94467544555664,0.7579803466796875
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,55.0,6664.0,8000.0,55.88217544555664,42.93550109863281,-3.6546707153320312
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,50.0,6664.0,8000.0,50.883140563964844,37.91889190673828,-9.472434997558594
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,45.0,6664.0,8000.0,45.8873176574707,32.936614990234375,-12.437255859375
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,40.0,6664.0,8000.0,40.88555145263672,27.934276580810547,-17.837112426757812
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,35.0,6664.0,8000.0,35.89430618286133,23.044368743896484,-32.93060302734375
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,30.0,6664.0,8000.0,30.90338134765625,18.085437774658203,-22.511199951171875
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,25.0,6664.0,8000.0,25.896709442138672,12.947616577148438,-26.354248046875
24,Sca,100,baseline,baseline,B55_1,JF,8000.0,20.0,6664.0,8000.0,20.889156341552734,7.535957336425781,-21.80316162109375
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,80.0,26656.0,32000.0,66.01681804656982,55.847747802734375,1.2741470336914062
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,75.0,26656.0,32000.0,61.01450538635254,50.85982322692871,-3.0964202880859375
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,70.0,26656.0,32000.0,55.99051475524902,45.88737106323242,-6.163475036621094
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,65.0,26656.0,32000.0,50.99125862121582,40.90108108520508,-12.792022705078125
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,60.0,26656.0,32000.0,45.989437103271484,35.896915435791016,-16.924163818359375
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,55.0,26656.0,32000.0,40.99127960205078,30.89544677734375,-23.874374389648438
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,50.0,26656.0,32000.0,35.98023986816406,25.914920806884766,-23.568397521972656
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,45.0,26656.0,32000.0,30.998950958251953,20.930564880371094,-21.656600952148438
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,40.0,26656.0,32000.0,26.018142700195312,15.968002319335938,-24.91442108154297
13,Sca,100,baseline,baseline,B49_3,JF,32000.0,35.0,26656.0,32000.0,21.01879119873047,11.1259765625,-56.41746520996094
