file_number,substrain,id,noise_spl,analyzer_id,experimenter_id,noise_type,abr_time,level_db,freq_hz,wave1_amp,threshold,rlm,rlm_error,rlm_error_standardized,standardization_std,is_outlier,confint_low,confint_high
0,JRj,C46112_2,100,CV,JF,baseline,baseline,20.0,24000,228.341,15.0,5.823633728314949,-0.3927936026421799,-1.4170491589025886,0.27719123233972537,False,5.205803288385503,6.295366543562369
0,JRj,C46112_2,100,CV,JF,baseline,baseline,25.0,24000,518.246,15.0,5.905849937514628,0.34460009548879356,1.2431854087882979,0.27719123233972537,False,5.288019497585182,6.377582752762048
0,JRj,C46112_2,100,CV,JF,baseline,baseline,30.0,24000,447.229,15.0,5.988066146714306,0.11500462096680142,0.4148927078106563,0.27719123233972537,False,5.370235706784861,6.459798961961726
0,JRj,C46112_2,100,CV,JF,baseline,baseline,35.0,24000,415.958,15.0,6.070282355913985,-0.03969806228814221,-0.1432154327287246,0.27719123233972537,False,5.45245191598454,6.542015171161405
0,JRj,C46112_2,100,CV,JF,baseline,baseline,40.0,24000,711.504,15.0,6.152498565113664,0.4148824743259496,1.4967373636748724,0.27719123233972537,False,5.5346681251842185,6.624231380361084
0,JRj,C46112_2,100,CV,JF,baseline,baseline,45.0,24000,573.196,15.0,6.234714774313343,0.11651294324926287,0.4203341579955339,0.27719123233972537,False,5.616884334383897,6.706447589560763
0,JRj,C46112_2,100,CV,JF,baseline,baseline,50.0,24000,476.437,15.0,6.316930983513021,-0.15059548322067418,-0.5432909329401316,0.27719123233972537,False,5.699100543583576,6.7886637987604415
0,JRj,C46112_2,100,CV,JF,baseline,baseline,55.0,24000,458.998,15.0,6.3991471927127,-0.27010133996012264,-0.9744223786598223,0.27719123233972537,False,5.781316752783255,6.87088000796012
0,JRj,C46112_2,100,CV,JF,baseline,baseline,60.0,24000,445.794,15.0,6.481363401912379,-0.38150644000138456,-1.376329391016995,0.27719123233972537,False,5.8635329619829335,6.953096217159799
0,JRj,C46112_2,100,CV,JF,baseline,baseline,65.0,24000,577.904,15.0,6.563579611112058,-0.20417184619954387,-0.736573969083232,0.27719123233972537,False,5.945749171182612,7.035312426359478
0,JRj,C46112_2,100,CV,JF,baseline,baseline,70.0,24000,835.4359999999999,15.0,6.645795820311736,0.08215792395189592,0.29639438180787486,0.27719123233972537,False,6.027965380382291,7.1175286355591565
0,JRj,C46112_2,100,CV,JF,baseline,baseline,75.0,24000,842.337,15.0,6.728012029511415,0.008168142186927518,0.029467534445377586,0.27719123233972537,False,6.11018158958197,7.199744844758835
0,JRj,C46112_2,100,CV,JF,baseline,baseline,80.0,24000,1565.123,15.0,6.810228238711094,0.5454914554239947,1.9679246375132124,0.27719123233972537,True,6.1923977987816485,7.281961053958514
0,JRj,C46112_2,100,CV,JF,baseline,baseline,85.0,24000,1195.508,15.0,6.892444447910773,0.19388203072598653,0.6994522485053383,0.27719123233972537,False,6.274614007981327,7.364177263158193
0,JRj,C46112_2,100,CV,JF,baseline,baseline,90.0,24000,844.6510000000001,15.0,6.9746606571104515,-0.23573713282008057,-0.8504494562481736,0.27719123233972537,False,6.356830217181006,7.4463934723578715
1,JRj,C46112_2,100,CV,JF,baseline,baseline,10.0,12000,100.063,5.0,5.110118037578403,-0.5043180499570026,-1.6674192676714512,0.3024542535491281,False,4.435978949731037,5.624844262163392
1,JRj,C46112_2,100,CV,JF,baseline,baseline,15.0,12000,227.365,5.0,5.24987886040844,0.17667779525378258,0.5841471666560132,0.3024542535491281,False,4.575739772561074,5.764605084993429
1,JRj,C46112_2,100,CV,JF,baseline,baseline,20.0,12000,226.121,5.0,5.389639683238476,0.03143057098940272,0.10391842938422224,0.3024542535491281,False,4.71550059539111,5.904365907823465
1,JRj,C46112_2,100,CV,JF,baseline,baseline,25.0,12000,328.675,5.0,5.529400506068513,0.26566891451415486,0.8783771806700741,0.3024542535491281,False,4.855261418221147,6.044126730653502
1,JRj,C46112_2,100,CV,JF,baseline,baseline,30.0,12000,239.868,5.0,5.66916132889855,-0.1890725568620404,-0.6251277826097065,0.3024542535491281,False,4.995022241051184,6.1838875534835385
1,JRj,C46112_2,100,CV,JF,baseline,baseline,35.0,12000,315.534,5.0,5.808922151728586,-0.05465571010193315,-0.18070736139624285,0.3024542535491281,False,5.13478306388122,6.3236483763135745
1,JRj,C46112_2,100,CV,JF,baseline,baseline,40.0,12000,281.51,5.0,5.948682974558623,-0.3085150036311539,-1.0200385678525146,0.3024542535491281,False,5.274543886711257,6.463409199143611
1,JRj,C46112_2,100,CV,JF,baseline,baseline,45.0,12000,778.701,5.0,6.088443797388659,0.5691833493850584,1.8818824424058072,0.3024542535491281,True,5.414304709541293,6.603170021973647
1,JRj,C46112_2,100,CV,JF,baseline,baseline,50.0,12000,874.122,5.0,6.228204620218696,0.5450153337960133,1.8019760919232226,0.3024542535491281,True,5.55406553237133,6.742930844803684
1,JRj,C46112_2,100,CV,JF,baseline,baseline,55.0,12000,603.282,5.0,6.367965443048732,0.03441930605034926,0.11380003966371227,0.3024542535491281,False,5.693826355201366,6.88269166763372
1,JRj,C46112_2,100,CV,JF,baseline,baseline,60.0,12000,697.799,5.0,6.507726265878769,0.0402048297974984,0.13292863077876294,0.3024542535491281,False,5.833587178031403,7.022452490463757
1,JRj,C46112_2,100,CV,JF,baseline,baseline,65.0,12000,857.5840000000001,5.0,6.647487088708806,0.1066320447172755,0.35255594347247327,0.3024542535491281,False,5.9733480008614395,7.162213313293794
1,JRj,C46112_2,100,CV,JF,baseline,baseline,70.0,12000,676.695,5.0,6.7872479115388415,-0.2700272571265403,-0.8927871040262272,0.3024542535491281,False,6.1131088236914755,7.30197413612383
1,JRj,C46112_2,100,CV,JF,baseline,baseline,75.0,12000,716.57,5.0,6.9270087343688775,-0.35253279473383614,-1.1655739358830797,0.3024542535491281,False,6.2528696465215114,7.441734958953866
1,JRj,C46112_2,100,CV,JF,baseline,baseline,80.0,12000,1137.149,5.0,7.066769557198915,-0.03049002542034085,-0.10080871755830113,0.3024542535491281,False,6.392630469351549,7.581495781783904
1,JRj,C46112_2,100,CV,JF,baseline,baseline,85.0,12000,957.407,5.0,7.206530380028951,-0.342301791628711,-1.1317473224859456,0.3024542535491281,False,6.532391292181585,7.72125660461394
1,JRj,C46112_2,100,CV,JF,baseline,baseline,90.0,12000,2172.492,5.0,7.346291202858987,0.3373389718802242,1.1153388253653036,0.3024542535491281,False,6.672152115011621,7.861017427443976
2,JRj,C46112_2,100,CV,JF,baseline,baseline,15.0,8000,58.846,15.0,5.056026134903924,-0.9811022729214267,-1.9792377540274881,0.4956970282751594,False,3.951168991819353,5.899619031707496
2,JRj,C46112_2,100,CV,JF,baseline,baseline,20.0,8000,231.266,15.0,5.15361439000619,0.28995417318207206,0.5849423269512112,0.4956970282751594,False,4.048757246921619,5.997207286809762
2,JRj,C46112_2,100,CV,JF,baseline,baseline,25.0,8000,256.93,15.0,5.251202645108457,0.2976010291454978,0.6003687982174077,0.4956970282751594,False,4.146345502023886,6.0947955419120285
2,JRj,C46112_2,100,CV,JF,baseline,baseline,30.0,8000,402.815,15.0,5.348790900210724,0.6496864992650435,1.3106523989577061,0.4956970282751594,False,4.243933757126153,6.192383797014296
2,JRj,C46112_2,100,CV,JF,baseline,baseline,35.0,8000,119.984,15.0,5.44637915531299,-0.659020754753957,-1.3294829647196056,0.4956970282751594,False,4.3415220122284195,6.289972052116562
2,JRj,C46112_2,100,CV,JF,baseline,baseline,40.0,8000,192.29,15.0,5.543967410415257,-0.28496276125276143,-0.5748728457064297,0.4956970282751594,False,4.439110267330686,6.387560307218829
2,JRj,C46112_2,100,CV,JF,baseline,baseline,45.0,8000,445.351,15.0,5.641555665517524,0.4573070697827806,0.9225535835347621,0.4956970282751594,False,4.536698522432953,6.485148562321096
2,JRj,C46112_2,100,CV,JF,baseline,baseline,50.0,8000,159.13,15.0,5.7391439206197905,-0.669422442397698,-1.350466926798085,0.4956970282751594,False,4.63428677753522,6.5827368174233625
2,JRj,C46112_2,100,CV,JF,baseline,baseline,55.0,8000,449.322,15.0,5.836732175722057,0.2710076042120626,0.5467202519955948,0.4956970282751594,False,4.731875032637486,6.680325072525629
2,JRj,C46112_2,100,CV,JF,baseline,baseline,60.0,8000,664.542,15.0,5.934320430824323,0.5647776507492059,1.1393605741685024,0.4956970282751594,False,4.8294632877397525,6.777913327627895
2,JRj,C46112_2,100,CV,JF,baseline,baseline,65.0,8000,607.922,15.0,6.031908685926591,0.3781378983360941,0.7628407611235292,0.4956970282751594,False,4.92705154284202,6.875501582730163
2,JRj,C46112_2,100,CV,JF,baseline,baseline,70.0,8000,538.831,15.0,6.129496941028857,0.15990503711581106,0.3225862331114247,0.4956970282751594,False,5.024639797944286,6.973089837832429
2,JRj,C46112_2,100,CV,JF,baseline,baseline,75.0,8000,481.205,15.0,6.2270851961311235,-0.05079182139464056,-0.1024654546979576,0.4956970282751594,False,5.122228053046553,7.0706780929346955
