file_number,substrain,id,noise_spl,analyzer_id,experimenter_id,noise_type,abr_time,level_db,freq_hz,wave1_amp,threshold,rlm,rlm_error,rlm_error_standardized,standardization_std,is_outlier,confint_low,confint_high
35,CaJ,C201_3,100,JF,JF,baseline,baseline,10.0,8000,58.987,15.0,4.161004226704585,-0.08368714606011629,-0.26064072388547477,0.3210823880956083,False,3.447624457282159,4.7070721056812985
36,CaJ,C201_3,100,JF,JF,baseline,baseline,10.0,32000,7.999333333333332,25.0,3.9229161079776382,-1.8435579031035512,-3.162525414349327,0.582938525881492,True,2.6277452527734635,4.914325217302974
36,CaJ,C201_3,100,JF,JF,baseline,baseline,15.0,32000,166.174,25.0,4.163524087943211,0.9495113442139589,1.6288361500522768,0.582938525881492,False,2.868353232739036,5.154933197268546
36,CaJ,C201_3,100,JF,JF,baseline,baseline,20.0,32000,48.107,25.0,4.404132067908784,-0.5307043712400228,-0.9103950891520111,0.582938525881492,False,3.1089612127046093,5.395541177234119
36,CaJ,C201_3,100,JF,JF,baseline,baseline,25.0,32000,73.509,25.0,4.6447400478743575,-0.3473322001722394,-0.595829894150537,0.582938525881492,False,3.3495691926701827,5.636149157199693
37,CaJ,C201_3,100,JF,JF,baseline,baseline,0.0,16000,19.622,5.0,4.363801273164647,-1.387149887423448,-3.473697729673981,0.3993294740569258,True,3.4765723914563114,5.042944717327085
40,CaJ,C194_1,100,JF,JF,ZT15,24h,45.0,32000,91.778,15.0,4.6301478639081655,-0.1107752464188323,-0.2536730587395088,0.4366851055026104,False,3.6599223659562243,5.372822386658779
40,CaJ,C194_1,100,JF,JF,ZT15,24h,50.0,32000,216.057,15.0,4.853443243966735,0.5220990177937699,1.1955961199841034,0.4366851055026104,False,3.883217746014794,5.596117766717349
40,CaJ,C194_1,100,JF,JF,ZT15,24h,55.0,32000,210.47700000000003,15.0,5.076738624025304,0.27263775946946645,0.6243349178481121,0.4366851055026104,False,4.106513126073363,5.819413146775917
40,CaJ,C194_1,100,JF,JF,ZT15,24h,60.0,32000,69.03800000000001,15.0,5.300034004083873,-1.0653769264420907,-2.4396914687893383,0.4366851055026104,True,4.329808506131932,6.0427085268344864
41,CaJ,C194_1,100,JF,JF,ZT15,24h,30.0,16000,43.20066666666666,35.0,3.209162862494961,0.5566930647347954,1.3916708213942581,0.4000177744454449,False,2.3204047172995574,3.889476905691145
41,CaJ,C194_1,100,JF,JF,ZT15,24h,35.0,16000,17.28400000000001,35.0,3.5356613675305857,-0.6858801494608984,-1.7146241824172737,0.4000177744454449,False,2.6469032223351823,4.21597541072677
41,CaJ,C194_1,100,JF,JF,ZT15,24h,45.0,16000,113.782,35.0,4.1886583776018345,0.5456259593478636,1.36400428732018,0.4000177744454449,False,3.299900232406431,4.868972420798019
41,CaJ,C194_1,100,JF,JF,ZT15,24h,50.0,16000,56.879000000000005,35.0,4.515156882637459,-0.47423067816903064,-1.1855240153427409,0.4000177744454449,False,3.626398737442056,5.195470925833644
42,CaJ,C194_1,100,JF,JF,ZT15,24h,25.0,8000,91.391,35.0,4.608812007513101,-0.09366500217264928,-0.23077236714410085,0.4058761598357319,False,3.7070377213711367,5.299089462602651
43,CaJ,C194_1,100,JF,JF,ZT15,24h,20.0,12000,46.819,40.0,3.555313638165119,0.2909754652757033,0.5069224968514837,0.5740038508508968,False,2.279993813878568,4.531527460473184
43,CaJ,C194_1,100,JF,JF,ZT15,24h,30.0,12000,56.36266666666666,40.0,4.070875341368321,-0.03906834057662589,-0.0680628544890621,0.5740038508508968,False,2.79555551708177,5.047089163676386
43,CaJ,C194_1,100,JF,JF,ZT15,24h,35.0,12000,81.09899999999999,40.0,4.328656192969922,0.06701443761919723,0.11674910807628867,0.5740038508508968,False,3.053336368683371,5.304870015277987
43,CaJ,C194_1,100,JF,JF,ZT15,24h,40.0,12000,210.304,40.0,4.5864370445715235,0.7621170584032244,1.3277211594895588,0.5740038508508968,False,3.3111172202849724,5.562650866879588
43,CaJ,C194_1,100,JF,JF,ZT15,24h,45.0,12000,170.856,40.0,4.844217896173124,0.2966032002965582,0.5167268474887006,0.5740038508508968,False,3.5688980718865726,5.8204317184811885
43,CaJ,C194_1,100,JF,JF,ZT15,24h,55.0,12000,50.177,40.0,5.359779599376326,-1.4442228450000414,-2.516050794535859,0.5740038508508968,True,4.084459775089774,6.335993421684391
44,CaJ,C194_1,100,JF,JF,ZT15,24h,25.0,24000,20.60375,25.0,2.896755842083624,0.12871725597980488,0.11503506793566864,1.1189392790360915,False,0.41070031717337896,4.799746543102797
44,CaJ,C194_1,100,JF,JF,ZT15,24h,30.0,24000,11.715666666666673,25.0,3.2300461817728,-0.7691192043330277,-0.6873645592239681,1.1189392790360915,False,0.7439906568625552,5.1330368827919735
44,CaJ,C194_1,100,JF,JF,ZT15,24h,35.0,24000,128.54666666666668,25.0,3.5633365214619754,1.2929554816660946,1.1555188971289927,1.1189392790360915,False,1.0772809965517305,5.466327222481149
44,CaJ,C194_1,100,JF,JF,ZT15,24h,40.0,24000,80.235,25.0,3.896626861151151,0.48833296750017174,0.4364249040581053,1.1189392790360915,False,1.4105713362409062,5.799617562170324
44,CaJ,C194_1,100,JF,JF,ZT15,24h,45.0,24000,1.995000000000001,25.0,4.229917200840327,-3.5392731504984996,-3.1630609603296804,1.1189392790360915,True,1.743861675930082,6.1329079018595
44,CaJ,C194_1,100,JF,JF,ZT15,24h,50.0,24000,16.73,25.0,4.563207540529502,-1.7460040255307696,-1.5604099867106838,1.1189392790360915,False,2.0771520156192573,6.466198241548676
45,CaJ,C196_3,100,JF,JF,ZT15,24h,55.0,12000,78.67,55.0,3.6352635993114903,0.7299982890296608,0.5275472439764707,1.3837590800914499,False,0.5608323315401615,5.988635861060413
45,CaJ,C196_3,100,JF,JF,ZT15,24h,60.0,12000,92.81300000000002,55.0,4.0091716210752235,0.5214150951126717,0.37681060425505025,1.3837590800914499,False,0.9347403533038947,6.362543882824145
45,CaJ,C196_3,100,JF,JF,ZT15,24h,65.0,12000,2.508,55.0,4.383079642838957,-3.4635940200682827,-2.5030325508970686,1.3837590800914499,True,1.3086483750676279,6.736451904587879
46,CaJ,C196_3,100,JF,JF,ZT15,24h,50.0,24000,27.34466666666665,,3.6660192524888187,-0.3574977456833177,-1.2037930162486117,0.2969760921170571,False,3.0061987703533894,4.171089324039631
46,CaJ,C196_3,100,JF,JF,ZT15,24h,55.0,24000,73.18333333333334,,4.074172506681839,0.21879520165777855,0.7367434869859405,0.2969760921170571,False,3.4143520245464094,4.579242578232651
46,CaJ,C196_3,100,JF,JF,ZT15,24h,60.0,24000,102.289,,4.482325760874858,0.14547637941957348,0.48985889194821786,0.2969760921170571,False,3.8225052787394285,4.98739583242567
46,CaJ,C196_3,100,JF,JF,ZT15,24h,65.0,24000,232.407,,4.890479015067878,0.558011129938194,1.878976607040295,0.2969760921170571,True,4.230658532932448,5.39554908661869
47,CaJ,C196_3,100,JF,JF,ZT15,24h,65.0,32000,1.643000000000001,,2.237740184343732,-1.7412163452886003,-1.643444188800134,1.0594922280627301,False,-0.11623608275436625,4.039628718940816
47,CaJ,C196_3,100,JF,JF,ZT15,24h,70.0,32000,62.327333333333335,,3.112661273139686,1.019738793729327,0.9624787862709556,1.0594922280627301,False,0.758685006041588,4.91454980773677
47,CaJ,C196_3,100,JF,JF,ZT15,24h,75.0,32000,174.10899999999998,,3.9875823619356385,1.1720991779308836,1.1062838847568084,1.0594922280627301,False,1.6336060948375404,5.789470896532722
48,CaJ,C196_3,100,JF,JF,ZT15,24h,40.0,8000,23.16033333333333,50.0,4.791649670662469,-1.649208625430275,-2.864508403340407,0.5757387981501723,True,3.512475146304519,5.770814134385253
49,CaJ,C196_3,100,JF,JF,ZT15,24h,45.0,16000,111.92833333333334,,3.663065203403985,1.0547935821275374,1.9518853543738857,0.5403973034399286,True,2.462412293068446,4.58212405008949
49,CaJ,C196_3,100,JF,JF,ZT15,24h,50.0,16000,22.40266666666666,,4.013400745714572,-0.9042207463201355,-1.6732517733975887,0.5403973034399286,False,2.812747835379033,4.932459592400077
49,CaJ,C196_3,100,JF,JF,ZT15,24h,60.0,16000,181.267,,4.7140718303357465,0.48589925210418805,0.8991518814234818,0.5403973034399286,False,3.5134189200002077,5.633130677021252
49,CaJ,C196_3,100,JF,JF,ZT15,24h,65.0,16000,92.684,,5.0644073726463334,-0.5352115147558312,-0.9904037480367,0.5403973034399286,False,3.8637544623107947,5.983466219331839
49,CaJ,C196_3,100,JF,JF,ZT15,24h,70.0,16000,175.291,,5.41474291495692,-0.2482954649067448,-0.45946836397259283,0.5403973034399286,False,4.214090004621381,6.333801761642426
50,CaJ,C203_5,100,JF,JF,ZT15,24h,55.0,24000,100.76999999999998,30.0,4.650568771009764,-0.03772807871745343,-0.24584335006799612,0.15346389766905827,False,4.3096031995776105,4.911566285064284
51,CaJ,C203_5,100,JF,JF,ZT15,24h,40.0,12000,11.357666666666674,30.0,3.0173497523473483,-0.5874567592126514,-2.0857432845090087,0.2816534343299783,False,2.391573099722213,3.4963604336970864
51,CaJ,C203_5,100,JF,JF,ZT15,24h,45.0,12000,30.61366666666667,30.0,3.5583805568911497,-0.13693402454554038,-0.48617914023058495,0.2816534343299783,False,2.9326039042660144,4.037391238240888
52,CaJ,C203_5,100,JF,JF,ZT15,24h,30.0,16000,27.584,30.0,3.8268096790523964,-0.5095737845711139,-1.5029078411223156,0.3390585707441537,False,3.0734904875116316,4.403449823263622
53,CaJ,C203_5,100,JF,JF,ZT15,24h,70.0,32000,63.46,30.0,4.251481646653245,-0.1010718604981955,-0.3379972247563198,0.29903162835453334,False,3.5870941810223096,4.760047588282811
54,CaJ,C203_5,100,JF,JF,ZT15,24h,20.0,8000,104.993,30.0,4.418587421234854,0.23530626003368216,0.5728989766010907,0.41072906331533876,False,3.506030970472013,5.117118255544938
60,CaJ,C200_2,100,JF,JF,ZT3,24h,20.0,8000,6.338000000000001,25.0,4.406730836830542,-2.560167575561813,-3.3940737235937317,0.7543052343751221,True,2.7308180053474826,5.68958494128427
61,CaJ,C200_2,100,JF,JF,ZT3,24h,20.0,24000,23.015,35.0,3.7807465435323406,-0.6446003662631359,-1.3461026016152675,0.4788642154688967,False,2.716807640990819,4.595155480783313
61,CaJ,C200_2,100,JF,JF,ZT3,24h,25.0,24000,116.149,35.0,4.021651724327458,0.7332221252952902,1.5311691740785642,0.4788642154688967,False,2.957712821785936,4.83606066157843
61,CaJ,C200_2,100,JF,JF,ZT3,24h,30.0,24000,211.77,35.0,4.262556905122575,1.0929438749529155,2.2823669834730107,0.4788642154688967,True,3.1986180025810533,5.076965842373547
61,CaJ,C200_2,100,JF,JF,ZT3,24h,35.0,24000,86.71799999999999,35.0,4.503462085917692,-0.04080061122293266,-0.08520288195471301,0.4788642154688967,False,3.4395231833761706,5.317871023168665
61,CaJ,C200_2,100,JF,JF,ZT3,24h,40.0,24000,50.215,35.0,4.744367266712809,-0.8280534798675063,-1.7292030874695632,0.4788642154688967,False,3.680428364171287,5.558776203963781
62,CaJ,C200_2,100,JF,JF,ZT3,24h,20.0,12000,21.961666666666662,15.0,3.8327587937594303,-0.7434602844303249,-1.4911819210641923,0.49857114945421904,False,2.72503509160353,4.680683501546202
62,CaJ,C200_2,100,JF,JF,ZT3,24h,25.0,12000,55.721500000000006,15.0,4.118091903592209,-0.09772583472708352,-0.1960118126250647,0.49857114945421904,False,3.010368201436309,4.966016611378981
62,CaJ,C200_2,100,JF,JF,ZT3,24h,30.0,12000,17.708,15.0,4.403425013424986,-1.5294084985550915,-3.0675832330637665,0.49857114945421904,True,3.2957013112690863,5.251349721211758
63,CaJ,C200_2,100,JF,JF,ZT3,24h,25.0,16000,52.88666666666666,15.0,3.231816266876047,0.7363349923297005,1.0677572769424153,0.6896089665979503,False,1.6996453854361249,4.404640811837805
63,CaJ,C200_2,100,JF,JF,ZT3,24h,30.0,16000,26.649666666666665,15.0,3.5730850472855287,-0.2903084045692843,-0.42097539131700024,0.6896089665979503,False,2.0409141658456065,4.745909592247286
63,CaJ,C200_2,100,JF,JF,ZT3,24h,35.0,16000,4.700666666666663,15.0,3.9143538276950105,-2.3666494850662723,-3.4318716833710416,0.6896089665979503,True,2.3821829462550888,5.087178372656768
63,CaJ,C200_2,100,JF,JF,ZT3,24h,40.0,16000,87.68450000000001,15.0,4.255622608104492,0.21812253677093452,0.3162988698464856,0.6896089665979503,False,2.72345172666457,5.42844715306625
63,CaJ,C200_2,100,JF,JF,ZT3,24h,45.0,16000,90.04499999999999,15.0,4.596891388513974,-0.09658184314205798,-0.1400530558912617,0.6896089665979503,False,3.0647205070740524,5.769715933475732
64,CaJ,C200_2,100,JF,JF,ZT3,24h,35.0,32000,21.415,35.0,2.9889134278709193,0.07517818319641512,0.14998160025116486,0.5012493737266364,False,1.8752392560388387,3.841393017214843
64,CaJ,C200_2,100,JF,JF,ZT3,24h,40.0,32000,12.10666666666667,35.0,3.2715842976638907,-0.7778280325989075,-1.551778562466808,0.5012493737266364,False,2.15791012583181,4.124063887007814
64,CaJ,C200_2,100,JF,JF,ZT3,24h,45.0,32000,106.58133333333332,35.0,3.5542551674568625,1.1146532194980305,2.223749849722352,0.5012493737266364,True,2.440580995624782,4.406734756800787
64,CaJ,C200_2,100,JF,JF,ZT3,24h,55.0,32000,49.519,35.0,4.119596907042805,-0.21724047273142943,-0.4333979933307701,0.5012493737266364,False,3.0059227352107243,4.9720764963867286
65,CaJ,C199_1,100,JF,JF,ZT3,24h,5.0,24000,13.204666666666668,20.0,3.4268088055684776,-0.8462385031015147,-2.2095554025033644,0.3829903980424072,False,2.575882027967895,4.078164227358818
65,CaJ,C199_1,100,JF,JF,ZT3,24h,10.0,24000,40.264333333333326,20.0,3.664300379222334,0.031165668911409927,0.08137454377631437,0.3829903980424072,False,2.8133736016217514,4.315655801012674
65,CaJ,C199_1,100,JF,JF,ZT3,24h,15.0,24000,67.05866666666667,20.0,3.90179195287619,0.30377590527211273,0.7931684627729928,0.3829903980424072,False,3.0508651752756077,4.553147374666531
65,CaJ,C199_1,100,JF,JF,ZT3,24h,20.0,24000,107.502,20.0,4.139283526530047,0.5382259255157686,1.4053248547922415,0.3829903980424072,False,3.2883567489294645,4.790638948320387
65,CaJ,C199_1,100,JF,JF,ZT3,24h,25.0,24000,123.474,20.0,4.376775100183902,0.43925550740456476,1.146909973852471,0.3829903980424072,False,3.52584832258332,5.0281305219742425
66,CaJ,C199_1,100,JF,JF,ZT3,24h,20.0,12000,30.36233333333333,35.0,3.3274579216165963,0.08574488346923737,0.23514161175237144,0.3646521040245979,False,2.517275103956071,3.9476252319139618
66,CaJ,C199_1,100,JF,JF,ZT3,24h,25.0,12000,103.89933333333336,35.0,3.6225732138418407,1.0208492678167054,2.799515638466858,0.3646521040245979,True,2.812390396181316,4.242740524139206
